"","Key","Value","freq"
"54820","of an electric","mixer",6
"61801","of an emergency","manager",6
"108241","of an hour","and",4
"120610","of an impact","on",4
"113971","of an increase","in",4
"120107","of an interview","with",4
"49617","of an investigation","of",7
"112472","of an out","of",4
"15250","of an year","old",14
"64776","of and the","city",6
"80840","of anne arundel","county",5
"45196","of anonymity because","of",7
"116679","of another favorite","the",4
"43891","of any kind","in",7
"7858","of any of","the",21
"103102","of any team","in",4
"133284","of anyone who","is",4
"23345","of appeals for","the",11
"73214","of armed criminal","action",5
"34181","of art and","design",9
"38005","of arts and","sciences",8
"34322","of as much","as",9
"137236","of assault with","a",4
"120737","of assessments and","taxation",4
"14987","of at least","one",14
"94850","of attacks to","inflict",5
"139915","of attempted aggravated","murder",4
"97919","of attempted first","degree",4
"84118","of attempted murder","and",5
"65695","of back and","forth",6
"42341","of back to","backs",8
"132667","of bank of","america",4
"39838","of bed in","the",8
"133646","of beer on","the",4
"105534","of behind the","scenes",4
"93200","of being a","good",5
"2662","of being able","to",40
"118180","of being asked","to",4
"82700","of being forced","to",5
"7600","of being in","the",22
"124024","of being on","the",4
"57332","of being part","of",6
"55011","of being the","only",6
"12275","of billions of","dollars",16
"66070","of bin laden","s",6
"143305","of bits and","pieces",4
"46307","of black and","white",7
"91872","of blunt force","trauma",5
"130370","of books and","reading",4
"101074","of both men","and",4
"139802","of both sides","of",4
"134172","of boys and","girls",4
"143445","of breast cancer","in",4
"32792","of bribery and","conspiracy",9
"77843","of buffy the","vampire",5
"133484","of business and","the",4
"97967","of business development","for",4
"112532","of california at","davis",4
"93250","of california los","angeles",5
"72773","of california san","diego",5
"128220","of capitalism with","the",4
"76331","of case western","reserve",5
"99916","of cat and","mouse",4
"76818","of catching up","to",5
"33802","of cents a","share",9
"69564","of cents per","share",6
"143771","of checks and","balances",4
"58879","of chicago alpine","valley",6
"5253","of chicago chicago","illinois",27
"74989","of chicago starved","rock",5
"37076","of chicago the","cultural",8
"87703","of chiefs of","police",5
"86044","of child abuse","and",5
"28625","of child sexual","abuse",10
"45858","of children and","families",7
"71154","of children in","the",5
"98889","of children who","are",4
"44637","of children with","autism",7
"60107","of christ and","the",6
"113049","of christ in","the",4
"14141","of church and","state",15
"65581","of cinco de","mayo",6
"81660","of climate change","and",5
"80605","of coffee and","a",5
"47350","of coffee in","the",7
"49773","of color in","the",7
"94859","of colorado at","boulder",5
"62102","of commerce and","the",6
"84066","of commonwealth act","no",5
"125980","of communications for","the",4
"132932","of community service","and",4
"103248","of companies that","have",4
"120747","of competitor he","is",4
"119730","of complaints about","the",4
"28329","of confidence in","the",10
"67492","of congestive heart","failure",6
"134045","of congress and","the",4
"47749","of conspiracy to","commit",7
"65602","of copies of","the",6
"108234","of course a","lot",4
"117692","of course and","i",4
"87539","of course as","soon",5
"81330","of course at","the",5
"120479","of course be","a",4
"78223","of course being","a",5
"11015","of course but","i",17
"132371","of course for","the",4
"61446","of course had","to",6
"100985","of course have","been",4
"32276","of course he","was",9
"5052","of course i","had",28
"11130","of course if","you",17
"48160","of course in","the",7
"13935","of course is","that",15
"5281","of course it","is",27
"122195","of course lots","of",4
"81209","of course most","of",5
"89002","of course my","favorite",5
"120680","of course none","of",4
"134941","of course of","course",4
"51331","of course one","of",7
"26730","of course she","was",10
"39883","of course some","of",8
"31852","of course that","s",9
"44008","of course the","first",7
"2284","of course there","are",43
"66193","of course there's","the",6
"68832","of course they","were",6
"8526","of course this","is",20
"73818","of course was","the",5
"21729","of course we","all",11
"40982","of course when","i",8
"66517","of course with","the",6
"7255","of course you","can",22
"75789","of cream cheese","frosting",5
"81368","of credit for","the",5
"67388","of dancing with","the",6
"123836","of day to","day",4
"82664","of days ago","i",5
"133234","of days gone","by",4
"53308","of dealing with","the",7
"94200","of death in","the",5
"119308","of death of","the",4
"52798","of different kinds","of",7
"99744","of different things","and",4
"99655","of different types","of",4
"85879","of directors for","the",5
"82886","of directors of","the",5
"118234","of doctors and","nurses",4
"29483","of dollars a","year",9
"136034","of dollars each","year",4
"122320","of dollars from","the",4
"103373","of dollars in","tax",4
"64311","of dollars on","the",6
"126573","of dollars to","build",4
"24525","of dollars worth","of",11
"83590","of domestic violence","and",5
"120775","of don't ask","don't",4
"87960","of donuts do","the",5
"18775","of driving under","the",12
"144127","of drug and","alcohol",4
"121655","of duty in","iraq",4
"13121","of each of","the",16
"100272","of each one","of",4
"68564","of each other","and",6
"84823","of each property","is",5
"116330","of early th","century",4
"142319","of east broad","street",4
"83580","of east th","street",5
"141498","of economics and","psychology",4
"46582","of education and","the",7
"51902","of education arne","duncan",7
"52306","of el camino","real",7
"34728","of elementary and","secondary",9
"110958","of emergency medicine","at",4
"131989","of end of","day",4
"88047","of endangering the","welfare",5
"122028","of endorsements and","testimonials",4
"88605","of energy and","the",5
"49175","of error of","plus",7
"96855","of every month","at",4
"54255","of everyone in","the",6
"124930","of everything in","the",4
"120382","of evil in","the",4
"42993","of excerpts from","our",7
"110166","of experience as","a",4
"28615","of experience in","the",10
"127522","of extra virgin","olive",4
"83886","of facts and","figures",5
"120472","of faith in","the",4
"104440","of falling in","love",4
"121122","of fame and","museum",4
"61296","of fame induction","ceremony",6
"10129","of family and","friends",18
"124787","of family support","organizations",4
"85702","of fast food","restaurants",5
"77112","of federal and","state",5
"9930","of first degree","murder",18
"71202","of first place","in",5
"21106","of fish and","wildlife",12
"70511","of fish in","the",5
"137815","of five or","six",4
"44963","of five years","in",7
"63111","of focusing on","the",6
"57038","of food and","water",6
"45928","of for yards","and",7
"101895","of former new","york",4
"135449","of four children","of",4
"106965","of free speech","and",4
"137006","of free throws","with",4
"60533","of freedom of","speech",6
"73193","of fresh air","to",5
"24538","of friends and","family",11
"11989","of from the","field",16
"35941","of fruits and","vegetables",8
"118156","of funding for","the",4
"84489","of gallons of","water",5
"57190","of game of","thrones",6
"136461","of gays and","lesbians",4
"40172","of getting back","to",8
"69982","of getting out","of",5
"62677","of getting to","know",6
"69390","of getting used","to",6
"115200","of give and","take",4
"114869","of giving birth","to",4
"118591","of glass and","steel",4
"30582","of god and","the",9
"96273","of god as","a",4
"51446","of god in","the",7
"29962","of god s","word",9
"81879","of god so","that",5
"75527","of god that","he",5
"77509","of god the","father",5
"140285","of god to","be",4
"32174","of going back","to",9
"93863","of going on","a",5
"18178","of going to","the",13
"77464","of good and","evil",5
"57066","of goods and","services",6
"133076","of greater cleveland","and",4
"12056","of gross domestic","product",16
"74191","of growing up","and",5
"63590","of growth in","the",6
"103509","of guy he","is",4
"122048","of guys that","we",4
"41967","of half a","lemon",8
"120704","of hard to","get",4
"25282","of hard work","and",10
"102844","of harm s","way",4
"118417","of having to","pay",4
"4830","of health and","human",28
"50768","of health care","reform",7
"139256","of hearing about","the",4
"74988","of heart attack","and",5
"37995","of heaven and","earth",8
"59182","of her and","her",6
"55103","of her as","a",6
"53605","of her family","and",6
"137546","of her father","s",4
"125005","of her favorite","things",4
"72915","of her friends","and",5
"98067","of her head","and",4
"132936","of her high","school",4
"90281","of her husband","and",5
"47808","of her in","the",7
"94038","of her late","husband",5
"69876","of her life","and",5
"93103","of her mother","s",5
"93149","of her own","money",5
"113386","of her th","birthday",4
"89584","of her way","to",5
"26557","of her year","old",10
"135042","of hide and","seek",4
"72476","of high blood","pressure",5
"14375","of high school","and",15
"19916","of him and","his",12
"21501","of him as","a",11
"83104","of him in","the",5
"125634","of him on","the",4
"136844","of himself and","his",4
"54515","of himself as","a",6
"32272","of his ability","to",9
"88959","of his best","friends",5
"94359","of his campaign","and",5
"33735","of his career","in",9
"74879","of his closest","friends",5
"104600","of his contract","and",4
"60926","of his family","and",6
"54727","of his father","and",6
"137040","of his field","goal",4
"72356","of his first","five",5
"46597","of his game","high",7
"140505","of his hard","work",4
"135607","of his home","in",4
"10232","of his life","and",18
"11064","of his or","her",17
"30866","of his own","making",9
"81941","of his pitches","for",5
"15293","of his points","in",14
"122051","of his political","career",4
"120902","of his second","term",4
"123643","of his son","s",4
"26887","of his time","in",10
"20492","of his way","to",12
"63629","of his wife","and",6
"102473","of his work","with",4
"60616","of his year","career",6
"112467","of historic places","and",4
"57222","of homeland security","and",6
"138377","of hope in","the",4
"81135","of hours a","week",5
"80276","of housing and","urban",5
"54292","of how it","s",6
"107320","of how long","it",4
"78816","of how many","people",5
"17611","of how much","i",13
"70130","of how the","world",5
"144981","of how they","were",4
"86798","of how to","make",5
"75233","of how we","are",5
"94939","of human rights","and",5
"35966","of hundreds of","thousands",8
"101103","of identity theft","and",4
"40260","of illinois at","chicago",8
"80947","of in love","with",5
"120448","of information about","the",4
"140869","of information on","the",4
"99002","of intellectual property","rights",4
"12853","of interest in","the",16
"62705","of interest to","the",6
"115336","of invasion of","privacy",4
"23869","of iowa state","fairgrounds",11
"127755","of iraq and","afghanistan",4
"27302","of it all","is",10
"14254","of it and","i",15
"5850","of it as","a",25
"18381","of it at","the",13
"55928","of it because","i",6
"13436","of it but","i",15
"64869","of it can","be",6
"112516","of it from","the",4
"18341","of it has","to",13
"46337","of it he","said",7
"80241","of it i","was",5
"12806","of it in","the",16
"15528","of it is","that",14
"113997","of it makes","me",4
"19596","of it on","the",12
"86697","of it s","own",5
"108242","of it that","way",4
"30163","of it this","way",9
"114836","of it to","the",4
"101082","of it was","in",4
"117856","of it what","you",4
"110406","of it when","you",4
"102219","of it will","be",4
"128192","of its fiscal","year",4
"111381","of its former","self",4
"8952","of its kind","in",20
"123929","of its more","than",4
"131164","of its own","and",4
"123063","of its proximity","to",4
"143678","of jail free","card",4
"119383","of january and","february",4
"141540","of jesus and","the",4
"26574","of jesus christ","of",10
"134602","of jesus in","the",4
"118824","of jesus is","the",4
"55523","of job and","family",6
"90144","of keeping up","with",5
"77193","of labor and","industries",5
"93424","of lake saint","louis",5
"128520","of last night","s",4
"64132","of last season","when",6
"21232","of last year","s",12
"17012","of latter day","saints",13
"49583","of law and","order",7
"69344","of law enforcement","to",6
"22927","of law loyola","university",11
"119516","of leading british","shares",4
"121934","of learning how","to",4
"101606","of lemay ferry","road",4
"85076","of less than","percent",5
"50704","of letting go","of",7
"32349","of life and","death",9
"9628","of life in","the",19
"68815","of life is","to",6
"64834","of life on","the",6
"48374","of light and","dark",7
"127421","of light at","the",4
"64212","of light in","the",6
"135305","of like minded","people",4
"104359","of listening to","a",4
"23303","of living in","the",11
"103297","of local artists","and",4
"26932","of looking at","the",10
"140391","of looking for","a",4
"64923","of lord of","the",6
"47929","of los angeles","and",7
"45035","of love and","support",7
"22126","of luck to","you",11
"107627","of luck with","your",4
"86639","of mac and","cheese",5
"98652","of mad cow","disease",4
"127581","of making it","a",4
"142777","of male and","female",4
"66943","of management and","budget",6
"96657","of manufacture distribution","and",4
"16216","of many of","the",14
"78921","of marijuana in","the",5
"137091","of martin luther","king",4
"129014","of material connection","i",4
"6927","of me and","i",23
"25703","of me as","a",10
"78062","of me at","the",5
"100521","of me but","i",4
"66986","of me i","can",6
"65452","of me in","the",6
"40479","of me on","the",8
"78322","of me right","now",5
"138599","of me that","i",4
"102836","of me wanted","to",4
"42774","of me wants","to",7
"39677","of me when","i",8
"11189","of medicine and","dentistry",17
"23056","of members of","the",11
"8360","of men and","women",20
"126113","of mental health","issues",4
"127869","of mental illness","and",4
"71708","of mexico oil","spill",5
"134825","of mice and","men",4
"108954","of middle eastern","descent",4
"111342","of miles away","from",4
"53957","of miles per","hour",6
"77457","of million a","year",5
"82370","of million in","the",5
"129192","of million last","year",4
"57725","of million or","more",6
"16577","of million to","million",14
"926","of millions of","dollars",69
"37165","of mine and","i",8
"131707","of mine who","is",4
"116273","of missing out","on",4
"31167","of missouri kansas","city",9
"90308","of modern art","in",5
"70899","of money for","the",5
"104210","of money he","said",4
"52617","of money in","the",7
"80127","of money spent","on",5
"117202","of money to","pay",4
"62603","of months ago","i",6
"3382","of more than","million",35
"9322","of most of","the",19
"42598","of motion picture","arts",8
"75668","of much of","the",5
"115175","of music do","you",4
"130961","of my ability","and",4
"98824","of my absolute","favorites",4
"122236","of my adult","life",4
"1946","of my all","time",47
"2585","of my best","friends",40
"63379","of my blog","and",6
"102561","of my body","and",4
"104875","of my brother","and",4
"51688","of my childhood","and",7
"43301","of my close","friends",7
"23536","of my closest","friends",11
"53241","of my co","workers",7
"10945","of my comfort","zone",17
"88840","of my entire","life",5
"24035","of my family","and",11
"3962","of my favorite","things",32
"81186","of my favorites","too",5
"31533","of my favourite","things",9
"140238","of my fellow","students",4
"109787","of my free","time",4
"10396","of my friends","and",18
"136702","of my goals","for",4
"103958","of my good","friends",4
"20517","of my head","and",12
"67338","of my heart","for",6
"82255","of my high","school",5
"106637","of my husband","and",4
"85231","of my junior","year",5
"2494","of my life","and",41
"53894","of my living","room",6
"88723","of my love","for",5
"35593","of my mind","i",8
"83009","of my mom","and",5
"51633","of my most","favorite",7
"142610","of my mother","in",4
"68511","of my mouth","and",6
"124876","of my new","followers",4
"42205","of my own","and",8
"77785","of my personal","favorites",5
"98803","of my professional","life",4
"65467","of my readers","are",6
"130700","of my son","and",4
"59892","of my time","and",6
"52109","of my very","favorite",7
"49858","of my way","to",7
"40288","of my year","old",8
"26759","of myself as","a",10
"53454","of myself in","the",7
"116180","of natural causes","at",4
"136299","of natural gas","in",4
"99921","of natural resources","and",4
"4216","of new jersey","s",30
"2487","of new york","city",41
"100217","of next of","kin",4
"88085","of no more","than",5
"106072","of north carolina","in",4
"62262","of northern new","jersey",6
"30080","of not being","able",9
"68303","of not having","to",6
"87339","of not only","the",5
"94028","of obstetricians and","gynecologists",5
"125499","of obstruction of","justice",4
"16749","of occupy wall","street",13
"125729","of ohio state","university",4
"58867","of oil and","gas",6
"90514","of oil in","a",5
"21802","of old and","new",11
"20597","of olive oil","and",12
"131592","of on the","internet",4
"74508","of one kind","or",5
"131944","of one man","and",4
"225","of one of","the",148
"48706","of one or","more",7
"34040","of one s","own",9
"141168","of one tree","hill",4
"96365","of online and","print",4
"88692","of only a","few",5
"143346","of operations for","the",4
"111195","of opportunities to","do",4
"41776","of origin of","agricultural",8
"6656","of osama bin","laden",23
"65981","of other things","that",6
"45112","of others in","the",7
"130393","of our armed","forces",4
"64286","of our country","and",6
"106094","of our daily","lives",4
"135582","of our efforts","to",4
"69411","of our family","and",6
"46431","of our favorite","places",7
"64209","of our friends","and",6
"127960","of our hard","earned",4
"104233","of our history","and",4
"107361","of our house","and",4
"58054","of our lady","of",6
"23651","of our lives","and",11
"14184","of our lord","jesus",15
"67426","of our nation","s",6
"101497","of our new","followers",4
"51566","of out of","state",7
"112462","of over the","top",4
"82325","of paper with","the",5
"31932","of parks and","recreation",9
"78454","of part of","the",5
"98488","of particular interest","to",4
"4522","of passes for","yards",29
"132994","of past and","present",4
"72150","of pay to","play",5
"110159","of peanut butter","and",4
"62283","of people and","the",6
"64089","of people applying","for",6
"68500","of people around","the",6
"120433","of people arrested","in",4
"64786","of people at","the",6
"60944","of people don","t",6
"95367","of people from","the",5
"59561","of people i","know",6
"2802","of people in","the",39
"50404","of people living","in",7
"70486","of people on","the",5
"34882","of people out","there",9
"128302","of people places","and",4
"102818","of people seeking","unemployment",4
"73547","of people seem","to",5
"107022","of people telling","me",4
"76868","of people that","are",5
"71735","of people to","be",5
"3378","of people who","are",35
"87808","of people will","be",5
"143385","of percent of","the",4
"51189","of percent to","percent",7
"134835","of pieces of","evidence",4
"54784","of place in","the",6
"38661","of places of","origin",8
"112128","of players on","the",4
"33405","of playing in","the",9
"26853","of plus or","minus",10
"51058","of political science","at",7
"60565","of possession of","a",6
"17149","of president barack","obama's",13
"74407","of president george","w",5
"119494","of president obama","s",4
"70725","of previously owned","homes",5
"84078","of products and","services",5
"140696","of property in","the",4
"89589","of public and","private",5
"12917","of public health","and",16
"103832","of public investment","in",4
"104765","of public safety","said",4
"82969","of questions about","the",5
"127314","of reach of","the",4
"64601","of real housewives","of",6
"135239","of reasons why","i",4
"63706","of red and","white",6
"81786","of red wine","and",5
"124894","of reminds me","of",4
"132367","of representatives of","the",4
"18097","of respect for","the",13
"127909","of respondents said","they",4
"37529","of right and","wrong",8
"26384","of rock 'n'","roll",10
"18226","of rock and","roll",13
"107774","of room in","the",4
"109043","of roxie bearbear","tweets",4
"37406","of sales and","marketing",8
"68540","of salt and","pepper",6
"57337","of salt lake","city",6
"28214","of salted water","to",10
"44948","of san francisco","and",7
"98054","of santa clara","and",4
"59483","of saturday night","live",6
"102064","of school for","the",4
"74231","of science and","technology",5
"105825","of science degree","in",4
"36801","of second degree","murder",8
"89155","of self worth","and",5
"116229","of separation of","powers",4
"54799","of service to","the",6
"115964","of setting up","a",4
"91196","of several books","on",5
"107497","of sexual assault","and",4
"132289","of sexually assaulting","a",4
"106290","of shooting from","the",4
"91224","of shooting in","the",5
"101186","of short stories","and",4
"138421","of shots including","of",4
"59511","of showers and","storms",6
"79388","of sin and","death",5
"142520","of sin is","death",4
"66873","of single family","homes",6
"125550","of sleep a","night",4
"132212","of small businesses","and",4
"108655","of smoke on","the",4
"24438","of snow on","the",11
"39688","of so many","of",8
"121182","of so much","more",4
"28958","of social media","and",10
"67116","of some kind","of",6
"387","of some of","the",111
"30092","of some sort","of",9
"43574","of someone who","is",7
"133144","of sour cream","and",4
"136495","of south los","angeles",4
"125484","of southern new","jersey",4
"109196","of speech and","expression",4
"139433","of spending cuts","and",4
"70621","of spending time","with",5
"141473","of spent nuclear","fuel",4
"136096","of staff members","the",4
"67961","of staff of","the",6
"47408","of state and","local",7
"111564","of state colin","powell",4
"5308","of state hillary","rodham",27
"42624","of state jennifer","brunner",8
"58436","of state jon","husted",6
"108084","of state of","the",4
"143317","of stephen king","s",4
"54338","of students in","the",6
"141978","of stuff that","i",4
"63585","of stuff to","do",6
"70035","of success in","the",5
"81180","of supply and","demand",5
"17424","of support for","the",13
"49923","of support from","the",7
"31737","of taking care","of",9
"127704","of talk about","the",4
"129921","of talking about","it",4
"81344","of teams that","are",5
"143080","of telling me","that",4
"71636","of telling the","truth",5
"51631","of tens of","thousands",7
"90509","of texas at","austin",5
"124135","of that because","i",4
"129406","of that but","i",4
"116325","of that he","said",4
"110056","of that i","was",4
"126517","of that if","you",4
"126106","of that in","the",4
"92421","of that is","because",5
"100648","of that kind","of",4
"94655","of that same","year",5
"109234","of that sort","of",4
"69656","of that type","of",6
"58728","of that which","is",6
"12103","of the '","s",16
"102634","of the above","and",4
"75510","of the academy","awards",5
"63781","of the advantages","of",6
"35360","of the affordable","care",8
"55502","of the afghan","government",6
"57848","of the african","american",6
"108074","of the afternoon","i",4
"47554","of the age","of",7
"89053","of the agency","s",5
"73527","of the air","force",5
"63483","of the album","s",6
"48205","of the all","time",7
"112073","of the allegations","in",4
"14912","of the american","people",14
"122765","of the amount","of",4
"106831","of the apartment","building",4
"39289","of the arab","spring",8
"51866","of the area","and",7
"61139","of the area's","top",6
"127881","of the areas","that",4
"44909","of the art","of",7
"120633","of the artist","as",4
"51483","of the arts","and",7
"87500","of the aspects","of",5
"118014","of the associated","press",4
"18203","of the association","of",13
"86950","of the attack","on",5
"82480","of the attacks","on",5
"125074","of the attorney","general",4
"88385","of the author","s",5
"105662","of the avengers","movie",4
"91897","of the award","winning",5
"105804","of the baby","boomer",4
"30545","of the back","of",9
"73654","of the bad","guys",5
"39999","of the bag","and",8
"48580","of the ball","and",7
"70393","of the band","s",5
"141718","of the bar","and",4
"59997","of the battle","of",6
"16268","of the bay","area",14
"39028","of the beastie","boys",8
"62717","of the beauty","of",6
"108828","of the bed","and",4
"69435","of the beer","and",6
"101266","of the beginning","of",4
"115401","of the behind","the",4
"75911","of the belief","that",5
"40173","of the benefits","of",8
"60559","of the berlin","wall",6
"3835","of the best","things",32
"80249","of the better","known",5
"57556","of the bible","and",6
"25472","of the big","east",10
"127622","of the bigger","picture",4
"26643","of the biggest","names",10
"137237","of the bill","said",4
"142657","of the birds","and",4
"40934","of the birth","of",8
"87168","of the black","community",5
"44877","of the blame","on",7
"114613","of the blessed","virgin",4
"772","of the block","of",76
"2507","of the board","of",41
"36542","of the body","and",8
"7622","of the book","and",22
"31966","of the books","i",9
"116451","of the boston","globe",4
"40785","of the bottom","of",8
"124907","of the bowl","to",4
"35116","of the box","and",8
"38819","of the brain","that",8
"102336","of the brand","new",4
"68706","of the bride","and",6
"47532","of the british","national",7
"8598","of the building","and",20
"135684","of the burden","of",4
"40305","of the bureau","of",8
"93911","of the bus","to",5
"52950","of the bush","administration",7
"83446","of the business","and",5
"53966","of the cake","with",6
"77668","of the capitol","and",5
"4548","of the car","and",29
"21551","of the card","and",11
"93628","of the case","and",5
"11847","of the catholic","church",17
"3795","of the center","for",32
"57878","of the chain","of",6
"70925","of the challenge","and",5
"50930","of the challenges","facing",7
"52610","of the change","in",7
"62598","of the changes","that",6
"79395","of the character","and",5
"120793","of the characteristics","of",4
"61308","of the characters","are",6
"77985","of the charges","against",5
"124256","of the cheese","and",4
"96548","of the chicago","sun",4
"52177","of the children","who",7
"94613","of the christian","faith",5
"25506","of the church","and",10
"93059","of the citizens","of",5
"3468","of the city","of",34
"17308","of the city's","most",13
"7975","of the civil","war",21
"83389","of the class","a",5
"80136","of the cleveland","orchestra",5
"95553","of the closet","and",5
"67216","of the coaching","staff",6
"126526","of the code","of",4
"104880","of the coin","is",4
"18898","of the cold","war",12
"32608","of the college","of",9
"65373","of the color","of",6
"37903","of the columbia","river",8
"140457","of the comments","on",4
"106184","of the common","good",4
"51048","of the communist","party",7
"23915","of the community","and",11
"54392","of the companies","that",6
"30622","of the company","that",9
"100624","of the company's","stock",4
"104131","of the comptroller","of",4
"121441","of the concentration","camps",4
"34212","of the concept","of",9
"131416","of the conditions","that",4
"49168","of the congressional","black",7
"50433","of the consequences","of",7
"99775","of the constitution","and",4
"110146","of the construction","costs",4
"62046","of the contents","of",6
"126126","of the copyright","in",4
"14860","of the corner","of",14
"6781","of the cost","of",23
"31025","of the council","of",9
"6146","of the country","and",24
"65797","of the country's","most",6
"75385","of the county","s",5
"123797","of the course","and",4
"65593","of the court","of",6
"93756","of the crash","was",5
"124045","of the criminal","justice",4
"143648","of the cultural","revolution",4
"110596","of the current","economic",4
"17557","of the cuyahoga","county",13
"126249","of the daily","mail",4
"59720","of the dangers","of",6
"95329","of the dark","knight",5
"101057","of the daughters","of",4
"1837","of the day","i",48
"141799","of the days","when",4
"55675","of the dead","and",6
"110989","of the deal","were",4
"12786","of the death","of",16
"91535","of the debt","crisis",5
"102116","of the declaration","of",4
"127902","of the decline","in",4
"127274","of the defense","of",4
"113033","of the defensive","line",4
"69388","of the demand","for",6
"25168","of the democratic","party",10
"2266","of the department","of",44
"18636","of the design","team",13
"59812","of the details","of",6
"101160","of the diagnostic","and",4
"116439","of the differences","between",4
"91359","of the digital","age",5
"24471","of the dining","room",11
"141531","of the districts","are",4
"135885","of the diversity","of",4
"43474","of the division","of",7
"116040","of the documents","and",4
"129094","of the dog","in",4
"73635","of the door","and",5
"74647","of the doubt","and",5
"133593","of the dough","with",4
"91130","of the dream","act",5
"113712","of the dt","have",4
"102667","of the duke","of",4
"63760","of the e","street",6
"20751","of the early","s",12
"18538","of the earth","and",13
"112714","of the east","coast",4
"27678","of the eastern","conference",10
"84036","of the economic","crisis",5
"30232","of the economy","and",9
"141723","of the edward","jones",4
"77942","of the effect","of",5
"31655","of the effects","of",9
"95940","of the eiffel","tower",5
"129593","of the elders","of",4
"4571","of the end","of",29
"55427","of the english","language",6
"123569","of the environment","and",4
"60651","of the essex","county",6
"89864","of the euro","zone",5
"13515","of the european","union",15
"61254","of the evening","was",6
"43335","of the event","is",7
"51887","of the existence","of",7
"111017","of the experience","of",4
"128726","of the extent","of",4
"116114","of the eye","and",4
"108923","of the fabric","of",4
"104978","of the face","of",4
"968","of the fact","that",67
"137172","of the factors","that",4
"61479","of the families","of",6
"21288","of the family","and",12
"51538","of the fastest","growing",7
"28189","of the father","and",10
"5146","of the federal","government",27
"26036","of the few","people",10
"44015","of the field","and",7
"21988","of the film","is",11
"39458","of the final","four",8
"27640","of the financial","crisis",10
"96358","of the finish","line",4
"61317","of the fire","is",6
"3979","of the first","round",32
"19359","of the fiscal","year",12
"90683","of the flow","of",5
"45463","of the food","and",7
"126212","of the football","season",4
"140939","of the foreign","corrupt",4
"114048","of the form","of",4
"28954","of the founders","of",10
"98697","of the four","remaining",4
"13021","of the fourth","quarter",16
"32881","of the free","world",9
"57663","of the freedom","of",6
"33688","of the french","revolution",9
"60752","of the friends","of",6
"121201","of the front","door",4
"46396","of the full","moon",7
"113247","of the fun","things",4
"116671","of the funniest","things",4
"46708","of the future","and",7
"2583","of the game","and",40
"50213","of the garden","state",7
"137014","of the gas","station",4
"59903","of the general","assembly",6
"122225","of the girl","he",4
"89510","of the girls","in",5
"105783","of the global","economic",4
"65941","of the glory","of",6
"90357","of the goal","and",5
"14597","of the golden","gate",15
"131128","of the golf","course",4
"97113","of the gospel","and",4
"19965","of the government","s",12
"37334","of the governor","s",8
"95935","of the governor's","office",5
"59618","of the grace","of",6
"52581","of the grand","canyon",7
"87332","of the grant","money",5
"22622","of the great","things",11
"20761","of the greater","cleveland",12
"59611","of the grocery","store",6
"60245","of the groom","were",6
"19311","of the group","and",12
"48828","of the guys","i",7
"82905","of the habit","of",5
"105460","of the hall","of",4
"126349","of the hallmarks","of",4
"38417","of the hands","of",8
"62912","of the hard","work",6
"15865","of the hardest","things",14
"107867","of the harry","potter",4
"34527","of the head","of",9
"14882","of the health","care",14
"87929","of the heart","and",5
"55215","of the high","school",6
"123707","of the highest","paid",4
"7046","of the highlights","of",23
"7350","of the history","of",22
"78660","of the holiday","season",5
"1839","of the holy","spirit",48
"40575","of the home","and",8
"100150","of the hong","kong",4
"69847","of the hospital","and",5
"71650","of the hotel","and",5
"2412","of the house","and",42
"64145","of the housing","market",6
"131631","of the howard","jarvis",4
"60850","of the hudson","river",6
"7379","of the human","race",22
"25735","of the hundreds","of",10
"4699","of the hunger","games",29
"46959","of the ice","cream",7
"89926","of the idea","that",5
"109017","of the image","and",4
"96782","of the images","that",4
"92595","of the immigration","law",5
"13161","of the importance","of",16
"79712","of the incident","and",5
"56277","of the increase","in",6
"109429","of the industry","and",4
"57530","of the ingredients","in",6
"59142","of the inside","of",6
"112940","of the institute","for",4
"133591","of the international","association",4
"76361","of the internet","and",5
"96395","of the investigation","into",4
"63002","of the island","is",6
"115112","of the issue","and",4
"135171","of the issues","that",4
"132498","of the items","i",4
"84575","of the jersey","city",5
"57111","of the jewish","people",6
"76199","of the joint","chiefs",5
"66206","of the journal","of",6
"83682","of the joy","of",5
"59705","of the joys","of",6
"114909","of the judge","s",4
"86250","of the justice","system",5
"27827","of the kansas","city",10
"23129","of the kentucky","derby",11
"46327","of the keys","to",7
"95508","of the kids","in",5
"52188","of the killing","of",7
"8487","of the kind","of",20
"45958","of the king","s",7
"25861","of the kingdom","of",10
"19658","of the lack","of",12
"77980","of the lady","mary",5
"135954","of the lake","and",4
"33498","of the land","and",9
"87415","of the largest","and",5
"122727","of the las","vegas",4
"8779","of the last","years",20
"14915","of the late","s",14
"27193","of the law","and",10
"130327","of the leader","of",4
"26183","of the leaders","of",10
"38957","of the leadership","conference",8
"40998","of the league","of",8
"120730","of the league's","best",4
"86099","of the learning","process",5
"46713","of the left","hand",7
"51783","of the legislative","session",7
"130766","of the life","of",4
"127777","of the likes","of",4
"66399","of the line","and",6
"75692","of the list","of",5
"83353","of the little","boy",5
"115637","of the lives","of",4
"25998","of the living","dead",10
"25206","of the locker","room",10
"51721","of the long","term",7
"12919","of the lord","is",16
"3035","of the los","angeles",37
"23070","of the loss","of",11
"50416","of the lost","ark",7
"69576","of the love","and",6
"45221","of the lucky","ones",7
"132011","of the magic","of",4
"10776","of the main","reasons",18
"31960","of the majority","of",9
