"","Key","Value","freq"
"31451","interior","design",53
"278003","interiors","and",6
"109953","intermediate","school",15
"146717","intern","for",11
"28513","internal","affairs",59
"11152","international","airport",142
"228256","internationally","renowned",7
"15554","internet","and",105
"215409","interning","at",7
"256521","internment","camps",6
"161687","internship","at",10
"188864","interplay","between",8
"58727","interpret","the",29
"17505","interpretation","of",94
"58463","interpretations","of",29
"75430","interpreted","as",22
"160516","interpreting","the",10
"230734","interracial","marriage",7
"121315","interrupt","the",14
"47052","interrupted","by",36
"256333","interrupting","a",6
"20293","intersection","of",82
"274057","intersections","and",6
"240902","intersects","with",7
"79154","interspersed","with",21
"57064","interstate","and",30
"171343","intertwined","with",9
"156696","interval","training",10
"81157","intervene","in",21
"141768","intervened","in",11
"218882","intervening","years",7
"68673","intervention","in",25
"255809","interventions","in",6
"4501","interview","with",313
"39309","interviewed","by",43
"219460","interviewing","for",7
"14543","interviews","with",111
"144516","intimacy","and",11
"136576","intimate","and",12
"48916","intimidated","by",35
"217304","intimidating","and",7
"203294","intimidation","and",8
"64","into","the",7536
"266016","intolerance","of",6
"221078","intolerant","of",7
"164236","intoxicated","and",10
"79794","intricacies","of",21
"197385","intrigue","and",8
"31363","intrigued","by",54
"171324","intrigues","me",9
"196126","intriguing","to",8
"53295","intro","to",32
"36029","introduce","the",47
"14516","introduced","to",111
"150892","introduces","the",11
"61228","introducing","the",28
"17112","introduction","to",96
"203630","intrude","on",8
"196691","intuitive","and",8
"72232","inundated","with",23
"253099","invade","the",6
"160440","invaded","the",10
"217477","invaders","and",7
"281542","invalidate","the",6
"228299","invaluable","to",7
"25864","invasion","of",65
"114533","invasive","species",14
"116103","invent","a",14
"47463","invented","the",36
"225970","inventing","the",7
"83668","invention","of",20
"271537","inventions","and",6
"137259","inventive","and",12
"156912","inventor","of",10
"188219","inventories","of",9
"278214","inventors","and",6
"57368","inventory","of",29
"8852","invest","in",174
"14592","invested","in",111
"23539","investigate","the",71
"60582","investigated","the",28
"231977","investigates","the",7
"20344","investigating","the",82
"9764","investigation","into",160
"99396","investigations","into",17
"104710","investigative","report",16
"175989","investigator","for",9
"46864","investigators","have",36
"20246","investing","in",82
"11917","investment","in",134
"31446","investments","in",53
"131909","investor","in",12
"33517","investors","are",50
"215631","investors'","money",7
"157780","invests","in",10
"97574","invisible","to",17
"22516","invitation","to",74
"115989","invitational","at",14
"126902","invitations","to",13
"27204","invite","you",62
"6599","invited","to",225
"123636","invites","you",13
"62606","inviting","me",27
"195350","invocation","of",8
"252645","invoke","the",6
"122073","invoked","the",13
"91163","involuntary","manslaughter",18
"53185","involve","a",32
"1329","involved","in",869
"14847","involvement","in",109
"30508","involves","a",55
"22513","involving","the",74
"204672","io","s",8
"240905","ion","batteries",7
"188341","ios","app",9
"28662","iowa","state",59
"100672","ip","address",16
"137893","ipa","and",12
"53601","ipad","and",32
"81846","ipads","and",20
"18948","iphone","design",87
"92608","iphones","and",18
"253683","ipo","market",6
"52117","ipod","touch",32
"278122","ipods","and",6
"257322","ira","glass",6
"36245","iran","and",46
"105485","iran's","nuclear",16
"255277","iranian","nuclear",6
"20501","iraq","and",81
"136851","ire","of",12
"34596","ireland","and",49
"270882","irene","is",6
"210385","iris","and",8
"74369","irish","pub",23
"164677","irks","me",10
"15856","iron","man",103
"188060","ironed","out",9
"48760","ironic","that",35
"128010","ironically","i",13
"226987","ironing","board",7
"211991","irons","and",8
"53720","irony","of",31
"103101","irrelevant","to",16
"234004","irreparable","harm",7
"279411","irresistible","to",6
"46467","irrespective","of",36
"174702","irresponsible","and",9
"232214","irrigation","system",7
"152451","irritated","by",11
"238390","irritation","and",7
"186642","irs","and",9
"232605","irsay","said",7
"194878","irving","and",8
"225242","irvington","and",7
"11","is","a",17966
"166273","isaac","and",10
"280369","isabeau","dakota",6
"156277","ish","and",10
"38969","islam","is",43
"84227","islamic","law",20
"264878","islamists","and",6
"18461","island","and",89
"78035","islands","and",22
"88909","isle","of",19
"612","isn","t",1571
"5748","isn't","a",254
"183782","isnt","it",9
"85784","isolated","and",20
"102788","isolation","and",16
"133693","isom","said",12
"28284","israel","and",59
"109667","israeli","prime",15
"201662","israelis","and",8
"228562","issa","r",7
"110488","issuance","of",15
"3619","issue","of",375
"6369","issued","a",232
"8847","issues","and",174
"112445","issuing","a",15
"12","it","was",17947
"22501","it'd","be",74
"8343","it'll","be",183
"203","it's","a",3419
"53069","italian","restaurant",32
"24840","italy","and",67
"206699","itch","to",8
"72401","itching","to",23
"242250","itchy","eyes",7
"18301","item","c",90
"13994","items","that",115
"151361","iteration","of",11
"270069","ithankgod","for",6
"1365","its","own",842
"10445","itself","is",151
"93707","itty","bitty",18
"82814","itunes","and",20
"132292","iv","and",12
"87709","iván","meade",19
"187639","ivan","the",9
"26843","ive","been",62
"150540","ivory","coast",11
"46216","ivy","league",37
"181053","iwo","jima",9
"242658","ix","below",6
"89678","izod","center",19
"169779","izzo","said",10
"74942","j","ind",22
"20796","jack","and",80
"107617","jacked","up",15
"43518","jacket","and",39
"135653","jackets","and",12
"143192","jackie","robinson",11
"231648","jackman","and",7
"260625","jackpot","for",6
"22913","jackson","and",73
"246072","jackson's","plan",6
"75879","jacksonville","jaguars",22
"136287","jacob","and",12
"129992","jacobs","said",13
"251361","jacquian","williams",6
"265442","jacquizz","rodgers",6
"252373","jaden","schwartz",6
"61053","jae","hyuk",28
"32645","jail","for",51
"76461","jailed","for",22
"174507","jails","and",9
"147985","jaime","garcia",11
"258625","jakarta","indonesia",6
"94876","jake","and",18
"266168","jalapeño","and",6
"237124","jalapeno","pepper",7
"170974","jaleel","white",9
"52717","jam","packed",32
"181701","jamaica","and",9
"100542","jamal","crawford",17
"168858","jameer","nelson",10
"17910","james","and",92
"245254","jamesha","youngblood",6
"75057","jamie","moyer",22
"223190","jamison","said",7
"122238","jammed","with",13
"134245","jamming","to",12
"162627","jams","and",10
"54687","jan","brewer",31
"52761","jane","austen",32
"133891","janet","napolitano",12
"170386","janis","joplin",9
"164549","janoris","jenkins",10
"13582","january","and",118
"22672","japan","and",74
"221713","japan's","nikkei",7
"77564","japanese","and",22
"46482","jar","of",36
"81772","jared","sullinger",21
"119123","jaroslav","halak",14
"198511","jarret","johnson",8
"245486","jarrod","parker",6
"75206","jars","of",22
"263559","jarvis","taxpayers",6
"197653","jasmine","and",8
"75489","jason","kidd",22
"232120","jaunt","to",7
"270656","javale","mcgee",6
"60043","jaw","dropping",28
"25523","jay","z",66
"219994","jayson","werth",7
"46869","jazz","and",36
"227866","jazzed","up",7
"167151","jc","penney",10
"87774","jcp","l",19
"216369","je","ne",7
"20200","jealous","of",82
"76167","jean","paul",22
"180819","jeanmar","gomez",9
"20318","jeans","and",82
"116403","jeb","bush",14
"163695","jeep","and",10
"50881","jeff","and",33
"33409","jefferson","city",50
"220818","jeffrey","a",7
"139830","jehovah","s",12
"196790","jekyll","and",8
"82415","jeld","wen",20
"132555","jell","o",12
"96097","jelly","beans",17
"280306","jemile","weeks",6
"134730","jen","and",12
"99294","jenkins","said",17
"72821","jennifer","hudson",23
"263513","jennings","said",6
"176886","jenny","and",9
"218747","jensen","said",7
"167761","jeopardize","the",10
"109351","jered","weaver",15
"173724","jerel","worthy",9
"44273","jeremy","lin",38
"166222","jerk","reaction",10
"238809","jermaine","paul",7
"180213","jerramiah","healy",9
"32469","jerry","brown",52
"4800","jersey","city",296
"152940","jerseys","and",11
"123650","jerusalem","and",13
"78192","jesse","jackson",21
"90179","jessica","simpson",19
"243974","jessie","and",6
"244940","jesson","said",6
"3718","jesus","christ",368
"68613","jet","lag",25
"250196","jetblue","flight",6
"256193","jeter","has",6
"71255","jets","and",24
"212968","jew","to",7
"116599","jewel","of",14
"214729","jewellery","and",7
"30022","jewelry","and",56
"69579","jewish","community",24
"39201","jews","and",43
"190521","jewsbury","said",8
"207612","jfk","assassination",8
"171355","jhonny","peralta",9
"279570","jhoulys","chacin",6
"198982","jigsaw","puzzle",8
"251470","jihad","is",6
"203930","jill","and",8
"51243","jim","tressel",33
"196433","jimenez","said",8
"119323","jimi","hendrix",14
"125163","jimmie","johnson",13
"47303","jimmy","dimora",36
"180332","jingle","bells",9
"159146","jinx","it",10
"168439","jiu","jitsu",10
"209086","jk","rowling",8
"56703","jo","ann",30
"133107","joakim","noah",12
"138000","joan","of",12
"254321","joann","fabrics",6
"4751","job","and",298
"48421","jobless","rate",35
"4094","jobs","and",340
"215664","jockey","club",7
"239094","jockeying","for",7
"199572","jodie","foster",8
"33970","joe","biden",49
"267758","joe's","is",6
"108139","joel","przybilla",15
"113854","joey","votto",15
"181826","johan","franzen",9
"177429","johann","wolfgang",9
"18361","john","and",90
"280189","john's","mercy",6
"243850","johnnie","walker",6
"32678","johnny","depp",51
"27667","johns","hopkins",61
"13265","johnson","said",121
"51667","johnston","said",33
"3292","join","us",403
"4028","joined","the",344
"10173","joining","the",155
"59444","joins","the",28
"31770","joint","venture",53
"200990","jointly","by",8
"73206","joints","and",23
"35979","joke","about",47
"79368","joked","that",21
"52682","jokes","about",32
"136706","joking","around",12
"38588","jon","corzine",44
"131921","jonah","hill",12
"137392","jonas","brothers",12
"145998","jonathan","sanchez",11
"17188","jones","said",96
"90980","jong","il",18
"188983","joni","mitchell",8
"237463","jonny","flynn",7
"274444","joplin","mo",6
"46177","jordan","and",37
"173846","jorge","perlaza",9
"99402","jose","calif",17
"57571","joseph","and",29
"56082","josh","hamilton",30
"108071","joshua","and",15
"52293","joss","whedon",32
"123332","jot","down",13
"202245","jotted","down",8
"14311","journal","of",113
"66788","journalism","and",25
"53351","journalist","and",32
"46703","journalists","and",36
"124543","journals","and",13
"14734","journey","to",110
"273804","journeys","and",6
"10185","joy","and",154
"244098","joyce","and",6
"151987","joyful","and",11
"202751","joyous","and",8
"34232","joys","of",49
"81485","jp","morgan",21
"53767","jpmorgan","chase",31
"168832","ju","ju",10
"113740","juan","and",15
"243801","judaism","and",6
"115001","judd","apatow",14
"257616","jude","law",6
"194215","judeo","christian",8
"27179","judge","to",62
"190217","judge's","order",8
"36601","judged","by",46
"191022","judgement","day",8
"35929","judges","and",47
"24388","judging","by",69
"86262","judgment","in",19
"216958","judgments","and",7
"157243","judi","dench",10
"85276","judicial","system",20
"46294","judiciary","committee",37
"121497","judy","garland",14
"205443","jug","of",8
"13217","juice","and",121
"124322","juiced","up",13
"87851","juices","and",19
"112777","juicy","and",15
"218281","juke","box",7
"240963","jules","verne",7
"103931","julia","roberts",16
"165895","julian","assange",10
"84453","julie","and",20
"281148","juliette","binoche",6
"97084","julius","caesar",17
"14197","july","and",114
"114159","jumble","of",14
"11932","jump","in",134
"31263","jumped","out",54
"174102","jumper","and",9
"243006","jumpers","and",6
"46206","jumping","off",37
"138442","jumps","in",12
"179964","junction","of",9
"250210","jund","al",6
"12549","june","and",127
"166786","jung","and",10
"217497","jungermann","road",7
"188836","jungle","book",8
"26031","junior","seau",64
"249053","juniors","and",6
"29232","junk","food",57
"245957","junkie","and",6
"202584","jupiter","and",8
"112424","jurassic","park",15
"112752","jurisdiction","over",15
"98533","jurors","in",17
"55424","jury","in",31
"269290","jus","got",6
"279","just","a",2717
"10079","justice","department",156
"39496","justification","for",43
"97885","justified","in",17
"245904","justifies","the",6
"39542","justify","the",43
"10112","justin","bieber",155
"61716","juvenile","court",27
"197408","juveniles","were",8
"133714","juxtaposed","with",12
"241859","juxtaposition","of",7
"277553","jwoww","farley",6
"16087","k","too",101
"140755","kabul","afghanistan",12
"187756","kaffir","lime",9
"88037","kaine","horman",19
"124674","kaiser","permanente",13
"100325","kale","and",17
"221665","kaleb","canales",7
"246133","kaleidoscope","of",6
"230504","kamala","harris",7
"202599","kandahar","province",8
"150102","kane","and",11
"225619","kanjoya's","emotional",7
"2669","kansas","city",475
"280529","kant","s",6
"49052","kanye","west",34
"70992","kaplan","said",24
"248252","karaoke","bar",6
"209758","karate","kid",8
"185249","kareem","abdul",9
"137243","karen","and",12
"122746","karl","rove",13
"224030","karma","is",7
"269534","kasey","keller",6
"68222","kasich","said",25
"225523","kat","is",7
"52364","kate","and",32
"252112","kathy","and",6
"109736","katie","and",15
"100227","katniss","and",17
"233945","katrina","and",7
"34714","katy","perry",48
"164017","katz","said",10
"117453","kauffman","stadium",14
"206801","kay","said",8
"253633","kayaking","and",6
"260177","kdp","select",6
"134660","ke","ha",12
"210005","keanu","reeves",8
"30362","keen","on",55
"149617","keenly","aware",11
"1214","keep","the",930
"97730","keeper","of",17
"139607","keepers","of",12
"8316","keeping","the",184
"18556","keeps","the",89
"166120","keg","of",10
"191616","kegs","of",8
"237676","keira","knightley",7
"148670","keith","and",11
"217805","kelechi","osemele",7
"263455","keller","and",6
"85501","kelley","said",20
"24875","kelly","said",67
"273011","kelvin","adams",6
"220310","kemba","walker",7
"154672","kemp","is",10
"62096","ken","hitchcock",27
"131451","kendall","wright",12
"230378","kendrick","perkins",7
"110481","kenjon","barner",15
"74785","kennedy","said",22
"212406","kenneth","faried",7
"172166","kenny","cooper",9
"41798","kent","state",40
"16500","kentucky","derby",99
"183206","kenya","and",9
"9582","kept","the",163
"277107","kernels","of",6
"281076","kerry","wood",6
"102495","ketchup","and",16
"210903","kettle","corn",8
"67733","kevin","durant",25
"4516","key","to",312
"90963","keyboard","and",18
"182099","keyboards","and",9
"73408","keynote","speaker",23
"27498","keys","to",61
"89490","keystone","xl",19
"217541","kfns","am",7
"277783","kg","diet",6
"253330","khakis","and",6
"243023","khan","academy",6
"142516","khmer","rouge",11
"138342","ki","moon",12
"12348","kick","off",129
"24662","kicked","off",68
"237355","kicker","is",7
"269659","kickin","it",6
"40159","kicking","off",42
"149592","kickoff","of",11
"26668","kicks","off",63
"22861","kid","and",73
"120682","kidd","gilchrist",14
"18891","kidding","me",87
"280352","kiddos","to",6
"82081","kidnapped","and",20
"116049","kidnapping","and",14
"76566","kidney","failure",22
"218489","kidneys","and",7
"3605","kids","and",377
"278239","kiffin","said",6
"11742","kill","the",136
"7733","killed","in",196
"97504","killer","is",17
"168414","killers","and",10
"242035","killin","it",7
"15766","killing","me",103
"107090","killings","in",15
"69128","kills","me",24
"194249","kilogram","of",8
"262591","kilograms","of",6
"219453","kilometers","miles",7
"257160","kilowatt","hour",6
"41831","kim","jong",40
"233850","kimberly","and",7
"144","kind","of",4302
"36767","kinda","like",46
"273724","kinder","morgan",6
"91958","kindergarten","through",18
"47805","kindle","fire",35
"245449","kindly","offered",6
"51103","kindness","and",33
"275694","kindred","spirits",6
"2084","kinds","of",591
"8108","king","of",188
"65019","king's","speech",26
"21941","kingdom","of",76
"36747","kings","and",46
"250941","kingston","and",6
"205373","kinship","with",8
"208689","kiper","jr",8
"139498","kirk","and",12
"255204","kirstie","alley",6
"33714","kiss","me",50
"118822","kissed","him",14
"114580","kisses","and",14
"197554","kissimmee","died",8
"204359","kissing","the",8
"54226","kit","and",31
"9724","kitchen","and",161
"188549","kitchens","and",9
"137280","kits","and",12
"252906","kitten","and",6
"249806","kittens","and",6
"208458","kitty","is",8
"181872","kitzhaber","said",9
"227090","klein","said",7
"279118","kline","said",6
"108674","klout","score",15
"142484","klux","klan",11
"162456","km","h",10
"209070","kmox","am",8
"42649","knack","for",40
"155600","knead","the",10
"25680","knee","and",65
"36040","knees","and",47
"181362","knelt","down",9
"3087","knew","that",425
"173797","knick","knacks",9
"115444","knicks","and",14
"33281","knife","and",50
"93859","knight","and",18
"63269","knights","of",27
"151508","knit","community",11
"117969","knitting","and",14
"103722","knives","and",16
"108424","kno","u",15
"28883","knock","on",58
"27856","knocked","out",60
"45799","knocking","on",37
"163953","knocks","on",10
"210268","knot","and",8
"250023","knots","and",6
"248801","knott's","berry",6
"322","know","what",2473
"4975","knowing","that",287
"4877","knowledge","of",292
"82362","knowledgeable","and",20
"1020","known","as",1079
"6422","knows","what",230
"29419","kobe","bryant",57
"223375","koch","said",7
"160853","kofi","annan",10
"190125","kohl","rabi",8
"102371","komen","for",16
"92432","kong","and",18
"173362","kong's","hang",9
"44776","kool","aid",38
"44716","korea","and",38
"245209","korea's","kospi",6
"76863","korean","war",22
"211772","koschman","was",8
"267418","koschman's","death",6
"59795","kosher","salt",28
"241586","kosuke","fukudome",7
"216748","kraft","and",7
"266823","krause","and",6
"179669","kris","humphries",9
"244682","krishna","s",6
"116825","krispy","kreme",14
"109861","kristen","stewart",15
"169906","kristian","hewitt",10
"279235","kroger","said",6
"266629","ktvi","channel",6
"160688","ku","klux",10
"41695","kuala","lumpur",41
"116227","kucinich","said",14
"29747","kudos","to",56
"43836","kung","fu",39
"118205","kurt","cobain",14
"214599","kwazulu","natal",7
"191722","kwon","do",8
"97388","kyle","lohse",17
"61397","kyrie","irving",27
"275114","kyron's","disappearance",6
"57776","l","and",29
"18656","la","la",88
"71415","lab","and",24
"77495","label","and",22
"52527","labeled","as",32
"266249","labeling","the",6
"214268","labelled","as",7
"94827","labels","and",18
"20498","labor","day",81
"170768","laboratories","in",9
"204944","laboratory","of",8
"70751","labour","party",24
"106094","labs","and",16
"85800","lace","and",19
"52433","laced","with",32
"223315","laces","and",7
"889","lack","of",1192
"43625","lacked","the",39
"21449","lacking","in",77
"42990","lacks","the",39
"241241","laclede's","landing",7
"140868","lacrosse","players",12
"252065","lactation","consultant",6
"126656","lactic","acid",13
"261065","lacy","clay",6
"173372","ladder","to",9
"56405","laden","and",30
"128847","laden's","death",13
"20330","ladies","and",82
"18330","lady","gaga",90
"203384","lag","behind",8
"214398","lager","and",7
"263446","lagged","behind",6
"260576","lagging","behind",6
"231305","lags","behind",7
"238533","laguardia","airport",7
"59338","laguna","beach",28
"235515","lahood","said",7
"12319","laid","out",130
"152384","laissez","faire",11
"13491","lake","oswego",119
"159122","laker","fans",10
"68358","lakers","and",25
"280655","lakers'","first",6
"47307","lakes","and",36
"136983","lakewood","police",12
"144826","lamar","odom",11
"32219","lamarcus","aldridge",52
"77270","lamb","and",22
"160035","lambeau","field",10
"156335","lambert","st",10
"184852","lambs","and",9
"120436","lame","duck",14
"130623","lament","the",13
"87878","lamented","the",19
"223945","lamenting","the",7
"47855","lamichael","james",35
"107233","lamp","and",15
"271167","lamps","and",6
"185613","lana","del",9
"61758","lananna","said",27
"222458","lancaster","county",7
"93769","lance","berkman",18
"10423","land","of",151
"22879","landed","in",73
"51188","landing","on",33
"253387","landlord","who",6
"212353","landmark","in",7
"134668","landon","donovan",12
"63183","lands","in",27
"35181","landscape","of",48
"183817","landscapes","and",9
"204952","landscaping","and",8
"34957","lane","and",48
"36249","lanes","of",46
"148600","lang","said",11
"10966","language","and",144
"71846","languages","and",23
"274764","languishing","in",6
"197487","lao","tzu",8
"55346","lap","and",31
"158947","laps","to",10
"175044","lapse","in",9
"34895","laptop","and",48
"175359","laptops","and",9
"90543","larceny","was",18
"14411","large","and",112
"29201","largely","because",57
"12058","larger","than",132
"44715","largest","city",38
"108138","larry","bird",15
"222022","lars","von",7
"202871","larson","said",8
"3475","las","vegas",387
"126669","lasagna","and",13
"233882","laser","tag",7
"145559","lash","out",11
"187605","lashed","out",9
"248440","lashes","and",6
"128392","lashing","out",13
"178","last","year",3760
"72322","lasted","a",23
"143598","lasting","impression",11
"101232","lastly","i",16
"91999","lasts","for",18
"114895","latch","on",14
"163288","latched","onto",10
"4819","late","s",295
"30340","lately","i",55
"4139","later","in",337
"275533","lateral","sclerosis",6
"25108","latest","in",67
"24480","latin","america",68
"101477","latino","voters",16
"184061","latinos","in",9
"59923","latter","is",28
"245901","lauded","the",6
"248534","lauderdale","fla",6
"12507","laugh","at",128
"25024","laughed","and",67
"22351","laughing","at",75
"63175","laughs","and",27
"39768","laughter","and",42
"19988","launch","of",83
"12996","launched","a",124
"165665","launches","a",10
"42681","launching","a",40
"164866","laundering","and",10
"36775","laundry","and",46
"125099","laura","and",13
"266010","laurel","and",6
"150079","lauren","and",11
"258099","laurence","olivier",6
"139343","laurino","said",12
"147111","lauryn","hill",11
"182474","lautenberg","d",9
"257084","lavasier","tuinei",6
"104572","lavender","and",16
"226661","laviolette","said",7
"2620","law","enforcement",483
"207343","lawful","stop",8
"25932","lawmakers","to",65
"78000","lawn","and",22
"164315","lawns","and",10
"100285","lawrence","township",17
"17438","laws","and",94
"144892","lawson","said",11
"31834","lawsuit","filed",53
"72158","lawsuits","and",23
"31131","lawyer","for",54
"42151","lawyers","and",40
"144075","lax","in",11
"16592","lay","down",99
"8540","layer","of",180
"80029","layered","with",21
"14125","layers","of",114
"33883","laying","in",50
"175193","layoff","notices",9
"40954","layoffs","and",41
"66096","layout","and",26
"171302","layouts","and",9
"152526","layover","in",11
"67728","lays","out",25
"252897","layup","and",6
"30455","lazy","to",55
"217047","lb","oz",7
"108493","lbs","of",15
"175567","lcd","screen",9
"281019","ldl","cholesterol",6
"277709","lds","church",6
"87737","le","pen",19
"1741","lead","to",686
"7908","leader","of",192
"14570","leaders","and",111
"26320","leadership","and",64
"6055","leading","to",242
"97585","leadoff","hitter",17
"5809","leads","to",252
"63633","leaf","and",27
"240029","leafy","greens",7
"16777","league","and",98
"149960","league's","top",11
"101142","leagues","and",16
"178622","leak","in",9
"184676","leaked","to",9
"178599","leaking","from",9
"147232","leaks","and",11
"41626","lean","on",41
"120049","leaned","over",14
"81070","leaning","against",21
"237429","leans","back",7
"47989","leap","of",35
"239902","leaping","out",7
"112163","leaps","and",15
"3948","learn","to",349
"5334","learned","that",269
"269332","learners","and",6
"8627","learning","to",179
"62217","learns","that",27
"103811","learnt","that",16
"100340","lease","on",17
"241151","leases","for",7
"258283","leasing","the",6
"2796","least","one",457
"69405","leather","and",24
"2333","leave","the",538
"16631","leaves","the",99
"3958","leaving","the",349
"17483","lebron","james",94
"70417","lecture","series",24
"235607","lecturer","in",7
"160190","lectures","and",10
"1919","led","to",633
"195514","ledger","staff",8
"37086","lee","and",45
"137258","lee's","summit",12
"268699","leek","and",6
"108727","leeks","and",15
"168646","leery","of",10
"225543","leeway","to",7
"1806","left","the",669
"282062","lefthanded","hitting",6
"80094","leftover","from",21
"124224","leftovers","for",13
"25781","leg","of",65
"241892","legacies","of",7
"25779","legacy","of",65
"23956","legal","and",70
"236374","legalisation","of",7
"104254","legality","of",16
"140963","legalization","of",12
"212914","legalizing","gay",7
"163365","legally","blonde",10
"52045","legend","of",32
"214820","legendary","and",7
"128458","legends","of",13
"76352","legion","of",22
"57534","legions","of",29
"20464","legislation","that",81
"39790","legislative","session",42
"204399","legislator","and",8
"52236","legislators","to",32
"31445","legislature","to",53
"244023","legit","to",6
"69969","legitimacy","of",24
"157189","legitimate","and",10
"281264","lego","star",6
"15513","legs","and",105
"202266","lehigh","valley",8
"118725","lehman","brothers",14
"230868","leigh","and",7
"135860","leisure","and",12
"66987","lemme","know",25
"10208","lemon","juice",154
"120718","lemonade","and",14
"108604","lemons","and",15
"83246","lend","a",20
"76231","lenders","and",22
"108573","lending","and",15
"98739","lends","itself",17
"7479","length","of",202
"52465","lengths","to",32
"117829","lengthwise","and",14
"120597","lengthy","and",14
"254568","lenni","lenape",6
"235447","lennon","and",7
"125096","lenny","kravitz",13
"71814","lens","of",23
"155612","lenses","and",10
"202477","lent","to",8
"134130","lentil","soup",12
"158211","lentils","and",10
"178254","leo","and",9
"134736","leon","panetta",12
"169953","leonard","said",10
"64193","leonardo","dicaprio",26
"78535","leopard","print",21
"153709","les","brown",11
"144984","lesbian","gay",11
"227849","lesbians","in",7
"258521","lesniak","said",6
"601","less","than",1585
"105598","lessen","the",16
"48830","lesser","known",35
"38105","lesson","in",44
"32031","lessons","and",52
"119834","lest","you",14
"157878","lester","bagley",10
"460","let","me",1911
"4638","let's","go",304
"136046","lethal","injection",12
"197141","letitia","james",8
"11323","lets","go",140
"4860","letter","to",293
"16674","letters","to",98
"13494","letting","me",119
"56012","lettuce","and",30
"165685","leukemia","and",10
"270302","levar","burton",6
"1742","level","of",685
"5101","levels","of",281
"124801","leverage","the",13
"114757","levi","s",14
"226773","levied","against",7
"183861","levine","said",9
"84118","levon","helm",20
"190746","levy","and",8
"31716","lewis","and",53
"174030","lexicon","of",9
"114465","lexington","ky",14
"239726","lexus","es",7
"59623","leyland","said",28
"110950","lgbt","community",15
"81727","liability","for",21
"76220","liable","for",22
"243130","liaison","to",6
"101493","liam","neeson",16
"95427","liar","and",17
"92040","lib","dems",18
"62339","liberal","democrats",27
"187931","liberalism","and",9
"186704","liberally","with",9
"85146","liberals","and",20
"270354","liberated","from",6
"189085","liberation","of",8
"167210","libertarian","party",10
"64105","liberties","union",26
"33732","liberty","and",50
"151934","librarian","and",11
"223591","librarians","and",7
"49446","libraries","and",34
"16092","library","and",101
"137250","libya","and",12
"252464","lice","and",6
"181279","licence","to",9
"29164","license","and",58
"96695","licensed","to",17
"118081","licenses","to",14
"143276","licensing","and",11
"144163","lick","off",11
"46397","lid","and",36
"23008","lie","to",73
"29341","lied","to",57
"15451","lies","in",105
"18554","lieu","of",89
"74905","lieutenant","governor",22
"1139","life","and",983
"148725","life's","too",11
"150258","lifeless","body",11
"199901","lifeline","for",8
"211583","lifelong","dream",8
"211152","lifespan","of",8
"44155","lifestyle","and",38
"39072","lifetime","of",43
"25512","lift","the",66
"50767","lifted","the",33
"83289","lifting","the",20
"154288","lifts","and",11
"100146","ligament","in",17
"5021","light","and",285
"83655","lighten","up",20
"71163","lighter","than",24
"253050","lightest","of",6
"27048","lighting","and",62
"77600","lightly","browned",22
"114359","lightning","and",14
"17641","lights","and",93
"104101","lightweight","and",16
"115","like","a",5054
"5371","liked","the",268
"30607","likelihood","of",55
"1136","likely","to",986
"150355","likened","to",11
"139299","likeness","of",12
"5627","likes","to",259
"165728","likewise","the",10
"57763","liking","the",29
"48232","lil","wayne",35
"279560","lil'","wayne",6
"264776","lilac","and",6
"122859","lili","of",13
"212560","lilies","and",7
"222359","lilly","is",7
"153361","lily","and",11
"262680","limb","and",6
"164973","limbs","and",10
"23766","lime","juice",70
"259437","limes","and",6
"19579","limit","the",85
"251785","limitation","of",6
"79110","limitations","of",21
"6735","limited","to",222
"50248","limiting","the",34
"24259","limits","on",69
"199995","limp","bizkit",8
"132306","lin","is",12
"206458","linchpin","of",8
"56990","lincoln","center",30
"22676","linda","b",74
"171577","lindbergh","boulevard",9
"247259","linden","and",6
"151710","lindenwood","university",11
"74715","lindsay","lohan",22
"177233","lindsey","was",9
"2793","line","of",457
"108134","linebacker","and",15
"185966","linebackers","coach",9
"9517","lined","up",164
"171802","linemen","in",9
"179134","linen","and",9
"218886","linens","and",7
"185335","liner","in",9
"225334","liners","and",7
"9334","lines","of",167
"41266","lineup","for",41
"233313","lineups","in",7
"139391","linger","in",12
"230051","lingerie","and",7
"217034","lingering","in",7
"261282","lingers","in",6
"32733","lining","up",51
"3439","link","to",389
"6188","linked","to",238
"162598","linkedin","profile",10
"90759","linkin","park",18
"23298","linking","to",72
"9126","links","to",170
"282796","linky","party",6
"269822","linn","wilsonville",6
"56857","lion","king",30
"142522","lion's","share",11
"171511","lionel","richie",9
"87527","lions","and",19
"83532","lip","gloss",20
"49353","lips","and",34
"239658","lipstick","on",7
"251280","liquefied","natural",6
"239603","liqueur","and",7
"79316","liquid","and",21
"281357","liquidation","of",6
"44717","liquor","store",38
"101804","lisa","and",16
"279549","lisbeth","salander",6
"1032","list","of",1073
"11936","listed","as",134
"1085","listen","to",1026
"4777","listened","to",297
"279941","listeners","to",6
"124997","listenin","to",13
"1115","listening","to",1004
"41758","listens","to",40
"83299","listing","of",20
"152651","listings","in",11
"36095","lists","of",47
"31554","lit","up",53
"64893","litany","of",26
"274831","litchfield","park",6
"229095","liter","v",7
"161585","literacy","and",10
"224551","literal","and",7
"51596","literally","the",33
"71830","literary","fiction",23
"271115","literate","and",6
"41372","literature","and",41
"216714","liters","of",7
"99535","lithium","ion",17
